Event 200000
	0.922362	89.49	-156.71	-0.0605
	312.855	2.05888e-08	0	68	3	0.0100347
	312.577	7.19261e-08	0	68	3	0.0100256
	312.298	1.29666e-07	0	68	3	0.0100165
	312.019	4.03231e-08	1	67	3	0.0100074
	311.462	2.70743e-08	1	67	3	0.00998921
	311.183	2.80209e-08	1	67	3	0.00998011
	310.904	4.88519e-08	1	67	3	0.009971
	310.625	9.1973e-08	2	68	3	0.00996189
	310.346	3.92288e-08	2	68	3	0.00995279
	310.067	3.73216e-08	2	68	3	0.00994369
	309.789	2.1979e-08	2	68	3	0.00993459
	309.231	2.24504e-08	3	67	3	0.00991639
	308.952	1.32356e-08	3	67	3	0.00990729
	308.674	3.67672e-08	3	67	3	0.00989819
	308.395	8.9889e-08	3	67	3	0.00988909
	307.837	4.61886e-09	4	68	3	0.00987089
	307.559	2.58258e-08	4	68	3	0.00986178
	307.28	9.91466e-09	4	68	3	0.00985268
	307.001	3.78513e-08	4	68	3	0.00984358
	306.443	3.96059e-08	5	67	3	0.00982538
	306.165	3.19469e-08	5	67	3	0.00981627
	305.886	1.78036e-08	5	67	3	0.00980717
	305.607	1.83593e-08	5	67	3	0.00979807
	305.328	4.4591e-08	6	68	3	0.00978896
	305.049	9.39722e-08	6	68	3	0.00977986
	304.771	2.80931e-08	6	68	3	0.00977076
	304.492	2.03598e-08	6	68	3	0.00976166
	304.213	1.88722e-08	6	68	3	0.00975256
	303.934	2.28961e-08	7	67	3	0.00974345
	303.655	7.95722e-08	7	67	3	0.00973435
	303.377	1.65737e-09	7	67	3	0.00972525
	303.098	3.83613e-08	7	67	3	0.00971615
	302.617	3.39593e-08	8	68	3	0.00970044
	302.339	4.42687e-08	8	68	3	0.00969137
	302.061	3.8661e-08	8	68	3	0.00968231
	301.784	3.49273e-08	8	68	3	0.00967324
	301.506	8.64806e-08	8	68	3	0.00966418
	301.228	3.50977e-08	9	67	3	0.00965511
	300.951	4.80328e-08	9	67	3	0.00964605
	300.673	3.89084e-08	9	67	3	0.00963699
	300.395	2.2802e-08	9	67	3	0.00962791
	300.117	3.46601e-08	10	68	3	0.00961883
	299.839	2.1275e-08	10	68	3	0.00960975
	299.561	7.95552e-08	10	68	3	0.00960066
	299.282	5.12131e-08	10	68	3	0.00959157
	299.004	1.42053e-07	10	68	3	0.00958249
	298.726	1.20431e-08	11	67	3	0.00957341
	298.448	5.32468e-08	11	67	3	0.00956433
	298.17	1.04053e-07	11	67	3	0.00955525
	297.892	1.98472e-08	11	67	3	0.00954617
	297.335	2.95479e-07	12	68	3	0.00952799
	297.056	4.19992e-08	12	68	3	0.00951889
	296.499	1.25802e-07	12	68	3	0.00950069
	296.22	1.87361e-07	12	68	3	0.00949159
	295.941	4.07386e-07	13	67	3	0.00948249
	295.663	4.14046e-07	13	67	3	0.00947339
	295.384	2.46552e-09	13	67	3	0.00946429
	295.105	2.78176e-08	13	67	3	0.00945519
	294.826	4.34135e-08	14	68	3	0.00944609
	294.547	7.76593e-08	14	68	3	0.00943698
	294.268	4.25703e-08	14	68	3	0.00942788
	293.989	9.75561e-08	14	68	3	0.00941877
	293.711	1.30148e-07	14	68	3	0.00940967
	293.153	3.93303e-08	15	67	3	0.00939146
	292.874	5.97124e-09	15	67	3	0.00938235
	292.595	1.29142e-07	15	67	3	0.00937326
	291.761	1.12674e-08	16	68	3	0.00934603
	291.483	2.78168e-08	16	68	3	0.00933695
	291.205	2.36887e-08	16	68	3	0.00932788
	290.928	2.50232e-08	16	68	3	0.0093188
	290.65	4.00976e-08	17	67	3	0.00930973
	290.383	4.43927e-08	17	67	3	0.00930102
	290.103	6.18123e-08	17	67	3	0.00929188
	289.823	5.02925e-07	17	67	3	0.00928274
	289.543	4.80119e-08	17	67	3	0.0092736
	289.263	1.57217e-08	18	68	3	0.00926447
	288.424	2.79424e-08	18	68	3	0.00923706
	287.584	1.79473e-08	19	67	3	0.00920965
	287.304	1.58619e-07	19	67	3	0.00920052
	287.024	3.0419e-09	19	67	3	0.00919138
	286.745	2.20516e-08	20	68	3	0.00918225
	286.465	1.82146e-08	20	68	3	0.00917311
	285.905	5.21562e-08	20	68	3	0.00915484
	285.625	2.7713e-08	20	68	3	0.0091457
